asin,product_title,source_query,price,rating,num_ratings,num_offers,price_band_fit,composite_score,rank
B08TQK84HP,KIRKLAND Signature Men&#x27;s Elastic Waistband Mesh Lined Swim Short Trunk (Black Melange Stripe,Kirkland Signature,19.99,4.4,10,1,core,56.775,311
B0DY56S3SZ,KIRKLAND Signature Women&#x27;s 4-Way Stretch Ankle Pants,Kirkland Signature,19.56,4.1,10,1,core,56.775,312
B0GR6W3SHJ,KIRKLAND Signature Men&#x27;s Short Sleeve Pima Cotton Tee Shirt,Kirkland Signature,21.95,4.7,10,1,core,56.775,313
B0799CWZDM,"KIRKLAND Signature 18 Gallon Compactor &amp; Kitchen Trash Bags, 70-Count (4-Pack)",Kirkland Signature trash bags,98.22,4.7,45,13,review,56.3974,314
B0F1L327HT,KIRKLAND Signature Women&#x27;s Moisture Wicking Lightweight Full Zip Hooded Jacket with Thumbholes,Kirkland Signature,21.99,4.2,9,1,core,56.2672,315
B0F322M38J,KIRKLAND Signature Ladies&#x27; Brushed Flare Legging Pant,Kirkland Signature,28.72,4.2,9,1,core,56.2672,316
B0F7GTX962,"KIRKLAND Signature Minoxidil Topical Solution USP 5%, Extra Strength Hair Regrowth Treatment for Men, 6 Months Supply",Kirkland Signature,14.95,4.3,135,1,review,56.1725,317
B0FPFMT1MS,"KIRKLAND Minoxidil for Men Liquid, Extra Strength Hair Regrowth Treatment 5%, 6 Months Supply - Upgraded Dropper Applicator and Bonus Free Guide Included",Kirkland Signature,12.9,4.4,134,1,review,56.1332,318
B0748WN6NW,"KIRKLAND Signature Drawstring Bvszxv Kitchen Trash Bags - 13 Gallon, 2Pack (200 Count)",Kirkland Signature trash bags,74.99,4.4,42,4,review,56.0381,319
B07KQW4C8Y,"KIRKLAND Signature Expect More Paper Towels, 12-count",Kirkland Signature paper towels,50.95,4.5,129,1,review,55.9322,320
B01N7ZWWE5,"Kirkland Signature Bath Tissue, 2-Ply - 425 - 30 ct (60 Rolls)",Kirkland Signature paper towels,89.99,4.6,124,1,review,55.7232,321
B07DXBPQSQ,"KIRKLAND Signature 10 Gallon Clear Wastebasket Liner, 2 Pack (500 Bags)",Kirkland Signature trash bags,44.58,4.7,8,1,core,55.7059,322
B0D2JDMCZX,"Kirkland Signature Kirkland Men&#x27;s Crew Neck White T-Shirts Pack of 6, Black, Medium",Kirkland Signature,41.5,4.2,8,1,core,55.7059,323
B0FY3V7SZN,"KIRKLAND Signature Men&#x27;s Crew Neck Lightweight Tagless Tee Shirt - 6-Pack (US, Alpha, Medium, Regular, Regular, White)",Kirkland Signature,36.44,4.5,8,1,core,55.7059,324
B0GFX39SWD,"Kirkland Signature Extra Large Absorbent Pads, 76cm x 58cm - 100 Pack",Kirkland Signature,31.99,4.2,8,1,core,55.7059,325
B01FYY3M38,"KIRKLAND Kirkland Signature CoQ10 300 mg., 100 Softgels (3 Pack)",Kirkland Signature,67.3,4.6,120,1,review,55.5499,326
B081TP43B2,"KIRKLAND Kirkland Signature 680 Thread Count Sheet Set (Queen, White)",Kirkland Signature,100.55,4.3,115,1,review,55.3251,327
B00T478OZI,"KIRKLAND Signature Adult 50+ Mature Multi Vitamins &amp; Minerals, 400 Tablets (Pack of 3)",Kirkland Signature vitamins supplements,53.97,4.6,113,1,review,55.2325,328
B07B5W7KVG,KIRKLAND Signature Ultra High Pile Premium Microfiber Towels (72-Pack),Kirkland Signature paper towels,58.4,4.8,112,1,review,55.1855,329
B0CLR489VZ,KIRKLAND Signature Ladies&#x27; Brushed Bike Short,Kirkland Signature,23.99,4.8,7,1,core,55.0784,330
B07H9DFC3V,"KIRKLAND Kirkland Signature Wild Alaskan Pink Salmon 6/6 Ounce Cans (2 Pack, Total 12 Ounce Cans, 6 Ounce Cans Each)",Kirkland Signature,52.09,4.6,97,1,review,54.4268,331
B07C7HNTHG,"KIRKLAND Signature Extra Strength D3 50 mcg, 600 Softgels (3 Pack)",Kirkland Signature vitamins supplements,49.99,4.1,6,1,core,54.367,332
B075PBZTR4,"KIRKLAND Signature Ultra High Pile Premium Microfiber Towels, 36 Pack 16x16 4 Pack",Kirkland Signature paper towels,104.44,4.6,29,20,review,54.1201,333
B0DS6H72KK,"KIRKLAND Signature 50 Gallon Outdoor Trash Bag, 70 Count",Kirkland Signature trash bags,39.99,5.0,1,11,core,53.6928,334
B01LYN07EU,"KIRKLAND Signature 100 Percent Colombian Coffee Supremo Bean Dark Roast-Fine Grind, 3 Pound (Pack of 6)",Kirkland Signature,168.25,4.7,77,1,review,53.2107,335
B08TL2GD3Y,KIRKLAND Kirkland Signature King Bright White 680 Thread Count Sheet Set 6 Piece Deep Pockets,Kirkland Signature,110.85,4.5,77,1,review,53.2107,336
B0F9L6YZ9C,KIRKLAND Signature Men’s Regular Fit Performance Polo,Kirkland Signature,20.67,4.5,4,1,core,52.5744,337
B0GDZCHDCL,KIRKLAND Signature Men&#x27;s Stretch Comfort Tapered Fit Brushed 5 Pocket Pant,Kirkland Signature,23.97,4.0,4,1,core,52.5744,338
B0GDZJBMZ6,KIRKLAND Signature Men&#x27;s Stretch Comfort Tapered Fit Brushed 5 Pocket Pant,Kirkland Signature,19.03,4.0,4,1,core,52.5744,339
B0GDZWHFKG,KIRKLAND Signature Men&#x27;s Stretch Comfort Tapered Fit Brushed 5 Pocket Pant,Kirkland Signature,19.97,4.0,4,1,core,52.5744,340
B0H2788M9Z,KIRKLAND Golf Balls 24-Pack Urethane 3-Piece Tour Performance V3.0,Kirkland Signature,45.95,5.0,4,1,core,52.5744,341
B07JH5S968,KIRKLAND Signature 50 Gallon Outdoor Trash Bags 70 Units (Pack of 4),Kirkland Signature trash bags,166.14,4.7,18,10,review,51.6867,342
B0721V33WJ,"KIRKLAND Signature Calcium 600 mg. with Vitamin D3, 500 Tablets (4 Pack)",Kirkland Signature vitamins supplements,69.99,4.3,55,1,review,51.4454,343
B07BQ5DPTJ,"Kirkland Signature Bath Tissue, 2-Ply, 425, 3 Pack (30 count)",Kirkland Signature paper towels,149.99,4.5,17,8,review,51.3987,344
B089KWPFK7,"KIRKLAND Kirkland Signature Protein bar Energy Variety Pack, (Family Bundle)",Kirkland Signature,62.97,4.1,52,1,review,51.152,345
B002RTJ95E,"KIRKLAND Kirkland Signature Fish Oil 1000 mg., 400 Softgels (3 Pack)",Kirkland Signature,59.45,4.6,51,1,review,51.0505,346
B0D38DT5RX,"KIRKLAND Signature Hair Regrowth Treatment Minoxidil Foam for Men, 2.11 oz, 6 Count (6 Month Supply) - 2 MicroFiber Cleaning Cloths and Comb Included",Kirkland Signature,69.99,4.2,51,1,review,51.0505,347
B09VK75PYG,"Kirkland Signature 680 Thread Count 6-Piece Sheet Set (Queen, Beige)",Kirkland Signature,99.89,4.4,48,1,review,50.734,348
B084TTGQWC,KIRKLAND King Grey Gray 680 Thread Count Kirkland Sheet Set 6 Piece Deep Pockets,Kirkland Signature,112.56,4.1,44,1,review,50.2803,349
B095V1QH5S,"KIRKLAND Signature Drawstring Kitchen Trash Bags - 13 Gallon, 200 Count (PacK of 3)",Kirkland Signature trash bags,88.55,4.9,13,12,review,50.0598,350
B017FMCIWS,"KIRKLAND Signature Drawstring Kitchen Trash Bags - 13 Gallon, 600 Count",Kirkland Signature trash bags,108.88,4.4,42,1,review,50.0381,351
B0GCKKFBVF,"KIRKLAND Signature Men&#x27;s Midweight Active Hoodie – Moisture-Wicking, 4-Way Stretch",Kirkland Signature,16.9,5.0,2,1,core,49.8529,352
B0GJ6Z4J59,KIRKLAND Signature Women&#x27;s 3/4 Sleeve V- Neck Cotton Slub Tee,Kirkland Signature,19.13,5.0,2,1,core,49.8529,353
B01M24GDRJ,"KIRKLAND Kirkland Signature DMzZf, Crystal Clear Cutlery 360 Count (Pack of 2)",Kirkland Signature,53.99,4.9,40,1,review,49.7843,354
B073PTFT5Z,"KIRKLAND Kirkland Signature Daily Multi, 500 Tablets (3 Pack)",Kirkland Signature,67.41,4.8,39,1,review,49.6528,355
B084GBB576,"KIRKLAND Kirkland Signature 680 Thread Count Sheet Set (King, Tan)",Kirkland Signature,115.0,4.7,33,1,review,48.7869,356
B0784LHNS8,"KIRKLAND Signature Super B-Complex with Electrolytes, 500 Tablets (4 Pack)",Kirkland Signature vitamins supplements,73.98,5.0,10,10,review,48.775,357
B0DXCHPK49,KIRKLAND Signature Women&#x27;s Moisture Wicking Lightweight Jogger Pant with Pockets,Kirkland Signature,13.94,4.6,32,1,review,48.6279,358
B07D83C3TS,KIRKLAND Signature Men&#x27;s Elastic Waistband Mens Swim Short Trunks L Black Mesh Lined Trunk Grey Stripe,Kirkland Signature,14.67,4.1,31,1,review,48.464,359
B075D6XMYW,"KIRKLAND Kirkland Signature, Extra Virgin Olive Oil, 2 Units (2 QT 3.6 FL OZ)",Kirkland Signature,61.48,4.4,30,1,review,48.2948,360
B0F2GX5ZW3,KIRKLAND Signature Women&#x27;s Scoop Neck Short Sleeve Pima Cotton Tee,Kirkland Signature,21.01,3.8,14,1,core,47.9273,361
B077LCPQ34,"KIRKLAND Signature One Per Day Super B-Complex with Electrolytes,500 tablets",Kirkland Signature vitamins supplements,63.8,4.7,8,4,review,47.7059,362
B0DC5SQTVQ,KIRKLAND Signature Men&#x27;s Swim Shorts with Comfort Waistband and Liner,Kirkland Signature,22.99,4.0,1,1,core,47.6928,363
B0FR2RM35B,"KIRKLAND Signature Men&#x27;s Moisture Wicking Stretch Performance Short with Comfort Waistband (US, Numeric, 36, Regular, Regular, Gray)",Kirkland Signature,25.99,5.0,1,1,core,47.6928,364
B0GDSHGX2N,KIRKLAND Signature Women&#x27;s 3/4 Sleeve Boatneck Slub Tee,Kirkland Signature,15.0,5.0,1,1,core,47.6928,365
B0GVVWYDMK,KIRKLAND Signature Women&#x27;s Short Sleeve Scoop Neck Pima Cotton T-Shirt,Kirkland Signature,18.49,4.0,1,1,core,47.6928,366
B081FJ97RN,"KIRKLAND KIRKLAND SIGNATURE fvfc Bath Tissue 2-Ply - 425 Sheet, 30 Count 4 Pack",Kirkland Signature,225.09,4.1,25,1,review,47.3578,367
B0F9HGHF4C,KIRKLAND Signature Women&#x27;s Stretch Woven Active Pant,Kirkland Signature,16.99,3.9,12,1,core,47.165,368
B07BB1QY5N,"KIRKLAND Compactor Bags, 18 Gallon, Smart Fit Gripping Drawstring, 70 Count (3 Pack)",Kirkland Signature trash bags,78.2,4.7,23,1,review,46.9313,369
B081FGH155,"Kirkland Signature bfvf Bath Tissue 2-Ply - 425 Sheet, 30 Count 3 Pack",Kirkland Signature paper towels,159.99,4.2,21,1,review,46.4678,370
B01MG5JQ73,"KIRKLAND Signature urglw, COQ10 300 mg 100 Softgels (Pack of 4)",Kirkland Signature vitamins supplements,88.99,4.4,6,10,review,46.367,371
B0F45WF91C,"KIRKLAND Signature Minoxidil Topical Solution USP 5%, Extra Strength Hair Regrowth Treatment for Men, 6 Months Supply, Total 12 Fl Oz",Kirkland Signature,12.39,4.6,19,1,review,45.96,372
B076ZFG1ZH,"KIRKLAND Kirkland Signature 100% Colombian Coffee, 9 LB",Kirkland Signature,89.99,4.8,17,1,review,45.3987,373
B0CJXJ6M88,"KIRKLAND Signature Paper Towels, 2-Ply, 160 Sheets, 12 Count",Kirkland Signature paper towels,52.0,4.2,15,1,review,44.7712,374
B078K8YBZ5,"KIRKLAND Signature sSzDua Ultra High Pile Premium Microfiber Towels, 36 Pack, 4 Units",Kirkland Signature paper towels,113.63,4.1,4,10,review,44.5744,375
B01MYFWGU2,"KIRKLAND Signature Bath Tissue, 2-Ply - 425 - 30 ct (90 Rolls)",Kirkland Signature paper towels,159.99,4.4,13,1,review,44.0598,376
B07BSYHH39,KIRKLAND Kirkland Signature Starbucks Bean Coffee Medium Roast House Blend (4 Bags),Kirkland Signature,93.5,4.5,13,1,review,44.0598,377
B07F1Y5VP8,"KIRKLAND Kirkland Signature Cashews, 3 Pack of 40 Ounce (2.5 lbs)",Kirkland Signature,69.48,4.4,13,1,review,44.0598,378
B0779LX59Q,"KIRKLAND Signature lZHvnq Ultra High Pile Premium Microfiber Towels, 36 Pack, 2 Units",Kirkland Signature paper towels,57.8,5.0,3,8,review,43.3856,379
B0783NZH39,"KIRKLAND Signature Super B-Complex with Electrolytes, 500 Tablets (5 Pack)",Kirkland Signature vitamins supplements,89.84,5.0,3,7,review,43.3856,380
B0FC4TG61M,KIRKLAND Signature Women&#x27;s Moisture Wicking Lightweight Pintuck Pant,Kirkland Signature,12.09,4.6,11,1,review,43.2385,381
B0GR6MB9WH,KIRKLAND Signature Men&#x27;s Short Sleeve Pima Cotton Tee Shirt,Kirkland Signature,13.99,4.7,10,1,review,42.775,382
B014N7SEOE,"KIRKLAND KIRKLAND Signature Fish Oil 1000 mg., 400 Softgels (3 Pack)",Kirkland Signature,56.99,4.1,9,1,review,42.2672,383
B0FY3PDT64,"KIRKLAND Signature Men&#x27;s Crew Neck Lightweight Tagless Tee Shirt - 6-Pack (US, Alpha, XX-Large, Regular, Regular, White)",Kirkland Signature,34.95,3.7,4,1,core,42.0744,384
B06XTVHCD2,KIRKLAND Signature Drawstring Trash Bags - 33 Gallon - Xl Size - (90 count) (2 Pack),Kirkland Signature trash bags,74.99,5.0,2,4,review,41.8529,385
B014MCM4DM,"KIRKLAND Signature - 5% Minoxidil for Men Hair Growth Treatment Unscented Topical Foam Aerosol - 12 Month Supply ,Kirkland-w3w3",Kirkland Signature,129.99,4.2,8,1,review,41.7059,386
B089Y5JTJ3,"KIRKLAND Kirkland Signature Protein bar Energy Variety Pack, (Family Bundle)",Kirkland Signature,59.95,4.8,8,1,review,41.7059,387
B0GDSX221B,KIRKLAND Signature Women&#x27;s Stretch Brushed Mini Flare Yoga Pant with Pockets,Kirkland Signature,8.84,4.5,8,1,review,41.7059,388
B07F1ZLQMF,"KIRKLAND Signature Daily Multi Vitamins &amp; Minerals Tablets, 500-Count Bottle (3 Pack)",Kirkland Signature vitamins supplements,61.0,4.5,7,1,review,41.0784,389
B07K5QPHPD,"KIRKLAND Signature 10 Gallon Clear Wastebasket Liner, 2 Pack (500 Bags)",Kirkland Signature trash bags,42.29,3.4,3,1,core,40.8856,390
B0D7J7JZD4,KIRKLAND Signature Men’s 5 Pocket Performance Pant,Kirkland Signature,24.99,3.5,3,1,core,40.8856,391
B00JH75F9S,"KIRKLAND Signature Drawstring Kitchen Trash Bags, 13 Gallon, Pack of 2",Kirkland Signature trash bags,68.04,4.6,6,1,review,40.367,392
B06XB3QD1Z,"KIRKLAND Signature Vitamin E 180mg., 500 Softgels (3 Pack)",Kirkland Signature vitamins supplements,55.62,5.0,1,2,review,39.6928,393
B078GDS1HG,"Kirkland Signature Drawstring LLVNAN Kitchen Trash Bags - 13 Gallon, 2Pack (200 Count)",Kirkland Signature trash bags,62.97,5.0,1,4,review,39.6928,394
B07D4MFQ75,"KIRKLAND Signature 10 Gallon Clear Wastebasket Liner, 3 Pack (500 Bags)",Kirkland Signature trash bags,67.45,5.0,1,4,review,39.6928,395
B07G83BW9H,KIRKLAND Signature Drawstring Kitchen Trash Bags - 13 Gallon - 200 Count (5 Cases of 200),Kirkland Signature trash bags,170.0,5.0,1,2,review,39.6928,396
B07J9M33J1,"KIRKLAND Signature 10 Gallon Clear Wastebasket Liner, 5 Pack (500 Bags)",Kirkland Signature trash bags,115.99,5.0,1,3,review,39.6928,397
B0GD8CH5BX,"KIRKLAND Signature Men&#x27;s Moisture Wicking Active Jogger Pant, Tapered Leg Opening with Zippers",Kirkland Signature,10.87,5.0,5,1,review,39.5457,398
B0FR2NK7QB,"KIRKLAND Signature Men&#x27;s UPF 50+ Stretch 1/2 Zip Pullover (US, Alpha, Medium, Regular, Regular, Blue)",Kirkland Signature,16.97,3.4,2,1,core,39.3529,399
B0FVWFFTYV,KIRKLAND Signature Men&#x27;s Short Sleeve Pima Cotton Polo Shirt,Kirkland Signature,17.97,3.1,2,1,core,39.3529,400
B07CH9Y7Y8,"KIRKLAND Signature Sublingual B-12 5000 mcg, 5 Bottles (300 Tablets)",Kirkland Signature vitamins supplements,96.24,4.6,4,1,review,38.5744,401
B0G16FV2QL,"KIRKLAND KIRKLAND Signature 680 Thread Count King Sheet Set, 6-Piece, Pima Cotton, Oatmeal, Crease Control Technology.",Kirkland Signature,117.95,4.4,4,1,review,38.5744,402
B07JH5SBSD,"KIRKLAND Trash Bags, 50 Gallon, 210 Count, Unscented, Polyethylene, 16&quot; x 22&quot; x 14&quot;, Yard Waste",Kirkland Signature trash bags,138.95,5.0,3,1,review,37.3856,403
B098MTHVBK,KIRKLAND SIGNATURE Compactor Kitchen Trash Bag with Gripping Drawstring Secure Full Size 2-Pack,Kirkland Signature trash bags,52.97,5.0,3,1,review,37.3856,404
B07DZ9Q96N,"KIRKLAND Signature 10 Gallon Clear Wastebasket Liner, 2 Pack (500 Bags)",Kirkland Signature trash bags,47.85,3.0,1,1,core,37.1928,405
B0H2B7LSVT,KIRKLAND Signature Men’s Stretch Tech Water-Resistant UPF 50+ Casual Pants,Kirkland Signature,49.99,1.0,1,1,core,37.1928,406
B00GFC7KU0,KIRKLAND Signature Drawstring Trash Bags - 33 Gallon - Xl Size - 90 Count (180 Bags),Kirkland Signature trash bags,99.99,5.0,2,1,review,35.8529,407
B01MYFJ91V,"KIRKLAND Signature hsfuEFq Drawstring Kitchen Trash Bags - 13 Gallon, 200 Count (3 Pack)",Kirkland Signature trash bags,107.0,5.0,2,1,review,35.8529,408
B09883L88Q,KIRKLAND SIGNATURE Compactor Kitchen Trash Bag with Gripping Drawstring Secure Full Size 2 Pack,Kirkland Signature trash bags,59.99,5.0,2,1,review,35.8529,409
B015ZC8AUY,"KIRKLAND Signature Adult 50+ Multi Vitamins &amp; Minerals, 400 Tablets (5 Pack)",Kirkland Signature vitamins supplements,94.11,3.5,5,3,review,35.0457,410
B077R2GDZT,"KIRKLAND Signature HMvfaX Adult Multi Gummies, 160 Count (5 Pack)",Kirkland Signature vitamins supplements,65.98,5.0,1,1,review,33.6928,411
B078K2X3V5,"KIRKLAND Signature WAwHHC Ultra High Pile Premium Microfiber Towels, 36 Pack, 2 Units",Kirkland Signature paper towels,54.97,4.0,1,1,review,33.6928,412
B07GDTN5JH,KIRKLAND Signature Drawstring Kitchen Trash Bags - 13 Gallon - 200 Count (2 Cases),Kirkland Signature trash bags,69.99,5.0,1,1,review,33.6928,413
B07KT958JC,"KIRKLAND Signature 10 Gallon Clear Wastebasket Liner, 3 Pack (500 Bags)",Kirkland Signature trash bags,58.4,4.0,1,1,review,33.6928,414
B07L42DFN5,KIRKLAND Signature Drawstring Kitchen Trash Bags - 13 Gallon - 200 Count (.4 Pack),Kirkland Signature trash bags,114.9,5.0,1,1,review,33.6928,415
B097L7NXG7,KIRKLAND SIGNATURE Compactor Kitchen Trash Bag with Gripping Drawstring Secure Full Size 2 Pack,Kirkland Signature trash bags,55.5,5.0,1,1,review,33.6928,416
B0DD8F9LMW,KIRKLAND Signature Men&#x27;s Performance Polo Shirt,Kirkland Signature,9.99,5.0,1,1,review,33.6928,417
B0GPFH3Q2V,"KIRKLAND KIRKLAND Signature Pima Cotton Sheet Set, Vintage Indigo, King Size, 6-Piece, 680 Thread Count, Crease Control Technology",Kirkland Signature,119.29,5.0,1,1,review,33.6928,418
B07DSWXDXX,"KIRKLAND Signature 10 Gallon Clear Wastebasket Liner, 2 Pack (500 Bags)",Kirkland Signature trash bags,42.99,None,0,1,core,33.5,419
B0976FHJQL,KIRKLAND Signature Compactor Kitchen Trash Bag with Gripping Drawstring Secure Full Size 2-Pack,Kirkland Signature trash bags,49.8,None,0,1,core,33.5,420
B0985RGVRK,KIRKLAND SIGNATURE Compactor Kitchen Trash Bag with Gripping Drawstring Secure Full Size 2-Pack,Kirkland Signature trash bags,49.99,None,0,1,core,33.5,421
B09B82XJJL,"KIRKLAND Signature Mens Performance Shorts (Navy, 32)",Kirkland Signature,16.0,None,0,1,core,33.5,422
B0CD4B5FHV,"KIRKLAND Signature Men&#x27;s Swim Shorts with Comfort Waistband and Liner | Black, Medium",Kirkland Signature,22.99,None,0,1,core,33.5,423
B0FR2NRT5J,"KIRKLAND Signature Men&#x27;s UPF 50+ Stretch 1/2 Zip Pullover (US, Alpha, Medium, Regular, Regular, Black)",Kirkland Signature,20.0,None,0,1,core,33.5,424
B0FR2QZS15,"KIRKLAND Signature Men&#x27;s Moisture Wicking Stretch Performance Short with Comfort Waistband (US, Numeric, 38, Regular, Regular, Blue)",Kirkland Signature,26.99,None,0,1,core,33.5,425
B0FRYG9XK6,"KIRKLAND Signature Unisex Crewneck Sweatshirt, Gray, Men&#x27;s Medium (M)/Women&#x27;s Large (L), Relaxed Fit",Kirkland Signature,24.6,None,0,1,core,33.5,426
B0GVVYYKS8,KIRKLAND Signature Women&#x27;s Pull-On Lightweight Crop Pant with Pockets,Kirkland Signature,29.99,None,0,1,core,33.5,427
B0GVW48D8F,KIRKLAND Signature Women&#x27;s Long Sleeve Lightweight Pullover Hoodie with Thumbholes,Kirkland Signature,21.21,None,0,1,core,33.5,428
B0H56ZBZGS,KIRKLAND Signature Men&#x27;s Moisture Wicking Lounge Short with Pockets,Kirkland Signature,27.99,None,0,1,core,33.5,429
B0H9GL43LZ,KIRKLAND Signature Men&#x27;s Water Resistant Stetch 5 Pocket Pant,Kirkland Signature,42.99,None,0,1,core,33.5,430
B0HB1GT3CK,"KIRKLAND Signature Golf Ball v3.0, 3-Piece Urethane Cover, 24 Count",Kirkland Signature,46.85,None,0,1,core,33.5,431
B0D34HJWFP,"KIRKLAND Signature Adjustable Driver,Right Handed,True Temper EvenFlow Riptide Graphite Shaft,Lamkin Crossline 360 Grip,Headcover and Wrench Included",Kirkland Signature,268.85,3.6,6,1,review,29.867,432
B098V2LK5G,"KIRKLAND Compactor Bags, 18 Gallon, Smart Fit Gripping Drawstring, 70 ct 2 Pack (140 Count)",Kirkland Signature trash bags,52.95,3.4,3,1,review,26.8856,433
B0BH11BFYV,KIRKLAND Signature Men’s Pima Polo,Kirkland Signature,12.99,2.6,3,1,review,26.8856,434
B0763YRYSW,"KIRKLAND Signature Organic Extra Virgin Olive Oil, 2L (4 Pack) USDA Organic",Kirkland Signature olive oil,101.33,None,0,4,review,25.5,435
B07816FB9X,"KIRKLAND Signature Extra Strength D3 50 mcg, 600 Softgels (5 Pack)",Kirkland Signature vitamins supplements,76.89,None,0,2,review,25.5,436
B01N6WFA0X,KIRKLAND Signature Drawstring Kitchen Trash Bags - 13 Gallon - 200 Count (2 Pack),Kirkland Signature trash bags,81.49,None,0,1,review,19.5,437
B01NCOTNVU,"KIRKLAND Signature GInVUtV Drawstring Kitchen Trash Bags - 13 Gallon, 600 Bags",Kirkland Signature trash bags,115.0,None,0,1,review,19.5,438
B06XKCN4RH,"KIRKLAND Signature Bath Tissue, 2-Ply - 425 - 30 ct (Bath Tissue - 60 Ct)",Kirkland Signature paper towels,145.0,None,0,1,review,19.5,439
B06ZZM1FD3,KIRKLAND Signature Drawstring EaajpF Kitchen Trash Bags - 13 Gallon,Kirkland Signature trash bags,133.85,None,0,1,review,19.5,440
B073T51DL2,"KIRKLAND Signature Drawstring XkYBpm Kitchen Trash Bags - 13 Gallon, 2Pack (200 Count)",Kirkland Signature trash bags,79.3,None,0,1,review,19.5,441
B07578Z7YH,"KIRKLAND Signature, Extra Virgin Olive Oil, 5 Units (2 QT 3.6 FL OZ)",Kirkland Signature olive oil,134.98,None,0,1,review,19.5,442
B075B3MVGS,"KIRKLAND Signature TxaTio Bath Tissue, 2-Ply, 425 Sheets Per Roll, 30 Count (Pack of 5)",Kirkland Signature paper towels,225.0,None,0,1,review,19.5,443
B076654WXW,"KIRKLAND Signature hZKjAt Organic Extra Virgin Olive Oil, 2L (5 Pack)",Kirkland Signature olive oil,139.99,None,0,1,review,19.5,444
B078M5TZ2R,"KIRKLAND Signature pvlhrB Organic Extra Virgin Olive Oil, 2L (4 Pack)",Kirkland Signature olive oil,90.0,None,0,1,review,19.5,445
B078MH9493,"KIRKLAND Signature eQnmKB Organic Extra Virgin Olive Oil, 2L (3 Pack) USDA Organic",Kirkland Signature olive oil,75.0,None,0,1,review,19.5,446
B07997GK6Q,"KIRKLAND Signature 33 Gallon Trash Bags, 90-Count (4-Pack)",Kirkland Signature trash bags,142.99,None,0,1,review,19.5,447
B07BRSSF3C,"KIRKLAND Signature Bath Tissue, 2-Ply, 425, 5 Pack (30 count)",Kirkland Signature paper towels,450.0,None,0,1,review,19.5,448
B07BRZ6M4X,"KIRKLAND Signature Bath Tissue, 2-Ply, 425, 4 Pack (30 count)",Kirkland Signature paper towels,225.0,None,0,1,review,19.5,449
B07BYD9RSY,KIRKLAND Signature Drawstring Kitchen Trash Bags - 13 Gallon - 200 Count (5 Pack),Kirkland Signature trash bags,290.0,None,0,1,review,19.5,450
B07BZZRH97,KIRKLAND Signature Drawstring Kitchen Trash Bags - 13 Gallon - 200 Count (2 Pack),Kirkland Signature trash bags,75.0,None,0,1,review,19.5,451
B07C19WQN9,KIRKLAND Signature Drawstring Kitchen Trash Bags - 13 Gallon - 200 Count (4 Pack),Kirkland Signature trash bags,139.99,None,0,1,review,19.5,452
B07CBS6Q5R,KIRKLAND Signature Drawstring Kitchen Trash Bags - 13 Gallon - 200 Count (3 Pack),Kirkland Signature trash bags,89.0,None,0,1,review,19.5,453
B07CH3SMS4,"KIRKLAND Signature Sublingual B-12 5000 mcg, 3 Bottles (300 Tablets)",Kirkland Signature vitamins supplements,74.67,None,0,1,review,19.5,454
B07DXB77CX,"KIRKLAND Signature 10 Gallon Clear Wastebasket Liner, 4 Pack (500 Bags)",Kirkland Signature trash bags,98.0,None,0,1,review,19.5,455
B096M76BQ8,"KIRKLAND SIGNATURE Drawstring Kitchen Trash Bags - 13 Gallon, 200 Count (Pack of 2)",Kirkland Signature trash bags,79.99,None,0,1,review,19.5,456
B096WB59LV,"KIRKLAND SIGNATURE Drawstring Kitchen Trash Bags - 13 Gallon, 200-Count (Pack of 2)",Kirkland Signature trash bags,83.49,None,0,1,review,19.5,457
B0994V5D21,"KIRKLAND Signature Compactor Kitchen Trash Bag with Gripping Drawstring Secure Full Size, 3-Pack",Kirkland Signature trash bags,76.0,None,0,1,review,19.5,458
B0C9MRN3L9,"KIRKLAND Signature Men&#x27;s Swim Shorts with Comfort Waistband and Liner | Black, XXL",Kirkland Signature,9.9,None,0,1,review,19.5,459
B0DL2G75WY,KIRKLAND Signature Costco KS17 M50 Polarized Satin Gunmetal Grey Sunglasses,Kirkland Signature,12.4,None,0,1,review,19.5,460
B0FR2R5JGN,"KIRKLAND Signature Men&#x27;s Moisture Wicking Stretch Performance Short with Comfort Waistband (US, Numeric, 34, Regular, Regular, Gray)",Kirkland Signature,13.99,None,0,1,review,19.5,461
B0FR2S1S3Q,"KIRKLAND Signature Men&#x27;s Moisture Wicking Stretch Performance Short with Comfort Waistband (US, Numeric, 30, Regular, Regular, Tan)",Kirkland Signature,13.99,None,0,1,review,19.5,462
B0GH8F16GH,KIRKLAND Signature Men&#x27;s Brushed Fleece Full Zip Hoodie Jacket,Kirkland Signature,14.99,None,0,1,review,19.5,463
B0GR6YQJLT,KIRKLAND Signature Women&#x27;s Stretch Active Full Zip Hooded Jacket with Pockets,Kirkland Signature,14.99,None,0,1,review,19.5,464
B0HCKGRWMV,KIRKLAND Signature Women&#x27;s Relaxed Fit Ribbed Jogger Pant with Pockets,Kirkland Signature,58.97,None,0,1,review,19.5,465
B0HFXZCFNT,"KIRKLAND Signature Gen 3 Forged 3-Piece Wedge Set, a Three-piece Club Set that Includes a 52-Degree Gap Wedge, a 56-Degree Sand Wedge, and a 60-Degree Lob Wedge.",Kirkland Signature,288.85,None,0,1,review,19.5,466
